country_name,year,co2,co2_per_capita,coal_co2,gas_co2,oil_co2,gdp,renewable_capacity_mw,net_imports_gwh,elec_price_eur_kwh,elec_gen_clean_twh,elec_gen_fossil_twh,elec_gen_hydro_twh,elec_gen_nuclear_twh,elec_gen_renewables_twh,elec_gen_solar_twh,elec_gen_wind_twh,elec_gen_total_twh,carbon_price_eur_tonne
Malta,2010,2.619,6.197,0.0,0.0,2.618,9788869399.0,,0.0,0.165,0.0,2.11,0.0,0.0,0.0,0.0,,,14.38
Malta,2011,2.608,6.142,0.0,0.0,2.607,9930574943.0,,0.0,0.16585,0.0,2.17,0.0,0.0,0.0,0.0,,,13.07
Malta,2012,2.749,6.444,0.0,0.0,2.748,10339580228.0,,0.0,0.16755,0.03,2.27,0.0,0.0,0.03,0.02,0.0,,7.33
Malta,2013,2.43,5.671,0.0,0.0,2.427,10905471410.0,,0.0,0.16765,0.04,2.22,0.0,0.0,0.04,0.03,0.0,,4.45
Malta,2014,2.417,5.564,0.0,0.0,2.414,11737898948.0,,0.0,0.1361,0.08,2.17,0.0,0.0,0.08,0.07,0.0,,5.96
Malta,2015,1.697,3.815,0.0,0.0,1.695,12865695938.0,,0.0,0.12630000000000002,0.1,1.2,0.0,0.0,0.1,0.09,0.0,,7.68
Malta,2016,1.376,3.022,0.0,0.0,1.374,13300698899.0,,0.0,0.12655,0.14,0.72,0.0,0.0,0.14,0.13,0.0,,5.35
Malta,2017,1.537,3.285,0.0,0.552,0.984,14746505042.0,,0.0,0.1313,0.17,1.48,0.0,0.0,0.17,0.16,0.0,,5.83
Malta,2018,1.548,3.194,0.0,0.681,0.866,15659758064.0,,0.0,0.1296,0.2,1.77,0.0,0.0,0.2,0.19,0.0,,15.88
Malta,2019,1.649,3.272,0.0,0.708,0.94,16757308198.0,,0.0,0.12969999999999998,0.21,1.86,0.0,0.0,0.21,0.2,0.0,,24.84
Malta,2020,1.601,3.089,0.0,0.736,0.864,15314071319.0,,0.0,0.12924999999999998,0.25,1.9,0.0,0.0,0.25,0.24,0.0,,24.75
Malta,2021,1.611,3.073,0.0,0.739,0.872,17122043843.0,,0.0,0.13015,0.27,1.95,0.0,0.0,0.27,0.26,0.0,,53.55
Malta,2022,1.774,3.359,0.0,0.747,1.026,18295132993.0,,0.0,0.1291,0.3,2.0,0.0,0.0,0.3,0.29,0.0,,80.87
Malta,2023,1.768,3.317,0.0,0.782,0.985,,,0.0,0.127,0.32,2.03,0.0,0.0,0.32,0.31,0.0,,85.3
Netherlands,2010,182.479,10.88,33.055,94.173,52.661,728193221597.0,,12397.172,0.1778,15.16,102.94,0.1,3.97,11.19,0.06,3.99,,14.38
Netherlands,2011,169.346,10.05,32.093,82.199,52.533,744614396708.0,,12081.756,0.18015,16.46,96.18,0.06,4.14,12.32,0.1,5.1,,13.07
Netherlands,2012,165.752,9.799,34.336,78.574,50.443,736942199791.0,,13104.988,0.1857,16.38,85.89,0.1,3.91,12.47,0.19,4.98,,7.33
Netherlands,2013,164.925,9.72,34.682,79.184,48.444,735982982299.0,,13150.59,0.19014999999999999,14.99,85.57,0.11,2.89,12.1,0.41,5.63,,4.45
Netherlands,2014,157.503,9.249,38.172,69.378,47.304,746458868661.0,,15600.113,0.1821,15.74,86.36,0.11,4.09,11.65,0.73,5.8,,5.96
Netherlands,2015,163.958,9.584,45.539,68.561,47.298,761083250759.0,,17499.394,0.1916,17.77,91.22,0.09,4.08,13.69,1.11,7.55,,7.68
Netherlands,2016,164.812,9.579,42.642,71.762,47.761,777764090323.0,,16498.636,0.16060000000000002,18.74,95.22,0.1,3.96,14.78,1.6,8.17,,5.35
Netherlands,2017,162.296,9.373,38.511,73.349,47.637,800404023156.0,,15020.292,0.1595,20.83,95.21,0.06,3.4,17.43,2.2,10.57,,5.83
Netherlands,2018,158.264,9.085,35.112,72.736,47.787,819300805024.0,,13153.905,0.18,22.39,90.71,0.07,3.51,18.88,3.71,10.55,,15.88
Netherlands,2019,152.727,8.709,27.576,75.065,47.835,835323029559.0,,10474.48,0.2065,26.71,93.34,0.07,3.91,22.8,5.4,11.51,,24.84
Netherlands,2020,136.974,7.766,19.402,73.125,42.415,802861622095.0,,6101.472,0.13965,36.82,85.14,0.05,4.09,32.73,8.57,15.27,,24.75
Netherlands,2021,139.886,7.89,24.983,69.826,42.795,841906706612.0,,8814.888,0.1365,44.27,76.62,0.09,3.83,40.44,11.3,18.13,,53.55
Netherlands,2022,127.503,7.121,24.317,57.125,43.775,879609110665.0,,9111.262,0.08785,52.26,67.7,0.05,4.16,48.1,16.66,21.57,,80.87
Netherlands,2023,117.016,6.468,17.237,53.688,44.07,,,6538.231,0.3031,60.83,59.13,0.07,3.99,56.84,19.61,29.52,,85.3
Poland,2010,334.028,8.768,220.927,29.135,69.973,795619859853.0,,13779.0,0.13615,10.88,145.89,2.92,0.0,10.88,0.0,1.66,,14.38
Poland,2011,333.406,8.726,218.379,29.325,69.599,843236863910.0,,15215.0,0.1411,13.13,149.74,2.33,0.0,13.13,0.0,3.2,,13.07
Poland,2012,325.778,8.518,214.04,30.559,66.312,856266755052.0,,10482.0,0.14735,16.88,144.6,2.04,0.0,16.88,0.0,4.75,,7.33
Poland,2013,321.757,8.41,214.314,30.808,61.681,863601156195.0,,10941.0,0.14584999999999998,17.06,146.72,2.44,0.0,17.06,0.0,6.0,,4.45
Poland,2014,309.415,8.086,202.997,29.468,61.381,896737189458.0,,10872.0,0.14145000000000002,19.85,138.5,2.18,0.0,19.85,0.01,7.68,,5.96
Poland,2015,312.549,8.168,201.647,30.634,64.794,936043804062.0,,8721.0,0.1431,22.69,141.61,1.83,0.0,22.69,0.06,10.86,,7.68
Poland,2016,323.3,8.449,202.099,32.42,72.897,963689941627.0,,8734.0,0.13419999999999999,22.81,143.19,2.14,0.0,22.81,0.12,12.59,,5.35
Poland,2017,336.505,8.796,203.504,34.13,82.452,1013223736654.0,,13385.213,0.14485,24.13,145.78,2.56,0.0,24.13,0.17,14.91,,5.83
Poland,2018,335.719,8.779,198.673,34.274,85.491,1073462064151.0,,19740.816,0.14029999999999998,21.62,147.81,1.97,0.0,21.62,0.3,12.8,,15.88
Poland,2019,317.444,8.304,177.753,35.495,87.278,1121231497071.0,,17165.953,0.13595000000000002,25.46,137.76,1.96,0.0,25.46,0.71,15.11,,24.84
Poland,2020,302.102,7.914,164.196,36.731,84.235,1098581305284.0,,13129.897,0.14925,28.23,128.92,2.12,0.0,28.23,1.96,15.8,,24.75
Poland,2021,330.694,8.693,184.114,39.734,89.709,1173809548862.0,,12745.818,0.15610000000000002,30.56,148.23,2.34,0.0,30.56,3.93,16.23,,53.55
Poland,2022,314.892,8.203,172.493,34.294,90.97,1231021338216.0,,20510.756,0.15339999999999998,37.69,140.91,1.97,0.0,37.69,8.31,19.78,,80.87
Poland,2023,283.243,7.307,141.924,35.88,90.697,,,17305.672,0.19655,45.86,119.66,2.41,0.0,45.86,11.11,24.18,,85.3
Portugal,2010,52.89,5.0,6.424,10.409,31.346,267277408809.0,,2660.0,0.1625,28.35,25.13,16.15,0.0,28.35,0.21,9.18,,14.38
Portugal,2011,51.784,4.905,8.632,10.526,28.457,263425010810.0,,3598.0,0.17675,24.11,27.67,11.54,0.0,24.11,0.28,9.16,,13.07
Portugal,2012,49.932,4.749,11.135,9.103,25.601,252737143203.0,,5036.0,0.2028,19.37,26.07,5.62,0.0,19.37,0.39,10.26,,7.33
Portugal,2013,48.146,4.604,10.191,8.119,24.973,250405237435.0,,4246.0,0.2106,29.47,20.88,13.73,0.0,29.47,0.48,12.01,,4.45
Portugal,2014,47.942,4.607,10.316,7.661,24.989,252388910611.0,,4388.0,0.2203,31.57,20.23,15.57,0.0,31.57,0.63,12.11,,5.96
Portugal,2015,52.233,5.037,12.563,9.103,25.623,256911888409.0,,5428.0,0.22820000000000001,24.36,26.78,8.66,0.0,24.36,0.8,11.6,,7.68
Portugal,2016,50.311,4.863,10.82,9.684,25.592,262100101273.0,,4924.0,0.2324,32.3,26.75,15.72,0.0,32.3,0.87,12.47,,5.35
Portugal,2017,55.165,5.34,12.394,12.318,25.93,271290329012.0,,5723.889,0.2257,22.58,35.01,5.9,0.0,22.58,0.99,12.25,,5.83
Portugal,2018,51.34,4.972,10.376,11.242,25.501,279020275961.0,,4505.572,0.22694999999999999,29.41,28.94,12.39,0.0,29.41,1.01,12.62,,15.88
Portugal,2019,47.583,4.6,5.026,12.125,26.18,286505655767.0,,2584.372,0.21655,27.41,24.19,8.82,0.0,27.41,1.34,13.67,,24.84
Portugal,2020,41.738,4.025,2.417,12.012,23.175,262724232089.0,,15.467,0.21265,30.11,21.28,12.08,0.0,30.11,1.72,12.3,,24.75
Portugal,2021,40.3,3.878,1.038,11.576,23.781,277181288542.0,,12.151,0.21295,31.54,17.68,11.91,0.0,31.54,2.24,13.21,,53.55
Portugal,2022,40.722,3.909,0.245,11.357,24.878,295712910456.0,,10.004,0.22105000000000002,27.61,18.72,6.54,0.0,27.61,3.52,13.25,,80.87
Portugal,2023,37.622,3.607,0.133,8.422,25.265,,,5.868,0.2185,34.36,11.78,12.04,0.0,34.36,5.16,13.15,,85.3
Romania,2010,84.488,4.135,29.403,26.805,23.252,335489566640.0,,2041.0,0.10414999999999999,31.92,28.5,19.88,11.62,20.3,0.0,0.31,,14.38
Romania,2011,92.391,4.555,34.091,28.944,24.273,350086824382.0,,1794.0,0.10835,28.07,33.73,14.73,11.75,16.32,0.0,1.39,,13.07
Romania,2012,89.848,4.457,31.523,27.774,25.511,356825919340.0,,2031.0,0.10625,26.4,32.14,12.07,11.47,14.93,0.01,2.64,,7.33
Romania,2013,78.795,3.927,25.269,25.248,23.728,357789262640.0,,1820.0,0.1301,31.77,26.42,14.96,11.62,20.15,0.42,4.52,,4.45
Romania,2014,79.335,3.973,25.006,24.429,24.887,372532510801.0,,1822.0,0.1269,38.8,26.12,18.8,11.68,27.12,1.62,6.2,,5.96
Romania,2015,78.046,3.928,25.128,23.493,24.146,384306463712.0,,1941.0,0.1311,37.83,27.83,16.63,11.64,26.19,1.98,7.06,,7.68
Romania,2016,76.587,3.873,22.147,23.304,25.899,395288226514.0,,1819.0,0.12465000000000001,38.26,25.96,18.03,11.29,26.97,1.82,6.59,,5.35
Romania,2017,79.432,4.034,21.774,24.355,27.908,456012361225.0,,1623.972,0.12434999999999999,35.8,27.74,14.49,11.51,24.29,1.86,7.41,,5.83
Romania,2018,79.874,4.076,20.766,24.966,28.456,473122658487.0,,1494.215,0.1325,37.57,26.5,17.66,11.38,26.19,1.77,6.32,,15.88
Romania,2019,76.69,3.933,18.362,22.675,29.781,456564507688.0,,1837.099,0.13895000000000002,35.91,22.85,15.58,11.28,24.63,1.78,6.77,,24.84
Romania,2020,73.946,3.813,14.298,25.009,29.063,483499378450.0,,1289.266,0.1454,36.08,19.13,15.38,11.47,24.61,1.73,6.95,,24.75
Romania,2021,77.501,4.026,15.53,25.271,30.971,505119539256.0,,1611.903,0.15689999999999998,37.62,20.94,17.41,11.28,26.34,1.7,6.58,,53.55
Romania,2022,73.186,3.818,13.752,21.612,32.428,504741667296.0,,1247.281,0.28865,34.71,20.03,13.98,11.09,23.62,1.99,7.0,,80.87
Romania,2023,67.866,3.55,9.754,20.15,32.81,,,641.399,0.1901,39.55,17.4,18.14,11.19,28.36,2.23,7.55,,85.3
Slovakia,2010,38.464,7.134,15.945,11.259,9.229,118344324253.0,,5064.0,0.15785,20.52,6.94,5.26,14.57,5.95,0.02,0.01,,14.38
Slovakia,2011,38.045,7.048,16.191,10.649,8.75,120554965758.0,,5063.0,0.1696,20.41,7.87,3.78,15.41,5.0,0.4,0.0,,13.07
Slovakia,2012,35.961,6.654,14.461,10.299,9.003,122144694992.0,,5140.0,0.1719,20.96,7.34,4.1,15.49,5.47,0.42,0.01,,7.33
Slovakia,2013,35.622,6.584,14.153,10.482,8.868,122917618179.0,,4500.0,0.1688,22.08,6.42,4.85,15.72,6.36,0.59,0.01,,4.45
Slovakia,2014,33.708,6.225,13.966,8.721,8.748,126232947119.0,,4500.0,0.1515,21.74,5.39,4.21,15.5,6.24,0.6,0.01,,5.96
Slovakia,2015,34.528,6.37,13.797,8.957,9.528,132755573802.0,,4317.0,0.15115,21.2,5.42,3.87,15.15,6.05,0.51,0.01,,7.68
Slovakia,2016,34.978,6.445,13.701,9.105,9.897,135336424966.0,,4244.0,0.14800000000000002,21.4,5.4,4.36,14.77,6.63,0.53,0.01,,5.35
Slovakia,2017,36.184,6.657,14.158,9.642,10.011,139312659832.0,,4665.0,0.14384999999999998,21.62,5.8,4.32,15.08,6.54,0.51,0.01,,5.83
Slovakia,2018,36.184,6.648,14.095,9.581,10.124,144927513498.0,,4890.0,0.15139999999999998,20.65,6.01,3.59,14.84,5.81,0.58,0.01,,15.88
Slovakia,2019,33.853,6.211,11.674,9.578,10.222,148579167627.0,,4133.0,0.15810000000000002,21.93,6.28,4.36,15.28,6.65,0.59,0.01,,24.84
Slovakia,2020,31.176,5.715,9.854,9.492,9.518,143565091421.0,,3222.0,0.17049999999999998,22.29,6.22,4.52,15.44,6.85,0.66,0.0,,24.75
Slovakia,2021,35.251,6.477,12.076,10.609,10.145,147892579134.0,,3786.0,0.1646,22.5,7.2,4.26,15.73,6.77,0.67,0.0,,53.55
Slovakia,2022,31.589,5.772,9.926,8.886,10.349,150360426456.0,,3698.0,0.184,21.74,4.8,3.68,15.92,5.82,0.65,0.0,,80.87
Slovakia,2023,30.766,5.576,10.152,8.403,10.119,,,3423.0,0.19175,25.04,4.49,4.69,18.33,6.71,0.61,0.0,,85.3
Slovenia,2010,16.466,8.053,6.284,1.882,7.622,53649775101.0,,604.0,0.14135,10.41,5.85,4.52,5.66,4.75,0.01,,,14.38
Slovenia,2011,16.364,7.987,6.327,1.751,7.654,53761447942.0,,558.0,0.14665,10.1,5.82,3.56,6.22,3.88,0.07,,,13.07
Slovenia,2012,15.765,7.678,5.992,1.684,7.459,52342432631.0,,658.0,0.1542,9.86,5.69,3.9,5.53,4.33,0.16,,,7.33
Slovenia,2013,15.137,7.361,5.741,1.646,7.085,51803647300.0,,586.0,0.16335,10.41,5.39,4.63,5.3,5.11,0.22,0.0,,4.45
Slovenia,2014,13.568,6.592,4.505,1.491,6.924,53237651266.0,,486.0,0.16310000000000002,12.97,4.18,6.09,6.37,6.6,0.26,0.0,,5.96
Slovenia,2015,13.659,6.631,4.615,1.587,6.844,54414237086.0,,434.0,0.161,10.0,4.8,3.81,5.65,4.35,0.27,0.01,,7.68
Slovenia,2016,14.468,7.019,4.964,1.689,7.216,56151179265.0,,413.0,0.16235,10.78,5.45,4.5,5.72,5.06,0.27,0.01,,5.35
Slovenia,2017,14.637,7.097,4.907,1.769,7.284,58855036945.0,,413.793,0.1611,10.73,5.32,3.87,6.29,4.44,0.28,0.01,,5.83
Slovenia,2018,14.563,7.037,4.792,1.732,7.331,61476689663.0,,450.738,0.16255,11.0,5.12,4.7,5.78,5.22,0.25,0.01,,15.88
Slovenia,2019,14.053,6.745,4.53,1.761,7.034,63598215879.0,,459.297,0.16499999999999998,10.86,5.03,4.48,5.82,5.04,0.3,0.01,,24.84
Slovenia,2020,12.873,6.123,4.391,1.763,5.996,60849951865.0,,387.617,0.15710000000000002,11.93,4.96,4.93,6.35,5.58,0.37,0.01,,24.75
Slovenia,2021,13.076,6.187,3.99,1.857,6.515,65846342756.0,,205.022,0.16865,11.15,4.44,4.71,5.71,5.44,0.45,0.01,,53.55
Slovenia,2022,12.728,6.017,3.242,1.67,7.117,69385349463.0,,466.481,0.1673,9.68,3.68,3.15,5.61,4.07,0.65,0.01,,80.87
Slovenia,2023,12.012,5.67,3.101,1.617,6.619,,,451.546,0.2015,11.9,3.65,5.02,5.6,6.3,0.98,0.01,,85.3
Spain,2010,282.585,6.033,35.997,73.623,156.331,1480376411582.0,,13021.0,0.17895,159.76,138.04,42.3,61.99,97.77,7.19,44.27,,14.38
Spain,2011,283.275,6.027,53.685,68.024,146.012,1477187548437.0,,16333.0,0.20345000000000002,145.25,146.29,30.6,57.72,87.53,9.4,42.92,,13.07
Spain,2012,277.432,5.901,62.626,65.077,134.672,1433478645419.0,,22582.0,0.22325,148.44,145.51,20.55,61.47,86.97,11.97,49.47,,7.33
Spain,2013,252.109,5.38,48.724,59.055,129.976,1413362053623.0,,13852.0,0.22505,168.14,113.32,36.87,56.73,111.41,13.1,55.64,,4.45
Spain,2014,253.658,5.429,53.621,54.251,129.905,1433089409797.0,,16642.0,0.2266,167.57,106.87,39.17,57.31,110.26,13.67,52.01,,5.96
Spain,2015,270.248,5.789,61.246,56.603,136.365,1488098863146.0,,19072.0,0.23395,154.28,122.89,28.14,57.2,97.08,13.86,49.32,,7.68
Spain,2016,259.555,5.554,45.478,57.653,140.305,1533303930046.0,,14016.0,0.22344999999999998,163.26,107.44,36.4,58.63,104.63,13.64,48.9,,5.35
Spain,2017,273.484,5.835,53.499,62.512,141.123,1578931492849.0,,19350.0,0.22365000000000002,145.97,126.41,18.32,58.04,87.93,14.4,49.13,,5.83
Spain,2018,268.521,5.702,47.904,61.825,142.106,1615001473949.0,,16543.0,0.243,159.64,111.76,34.33,55.77,103.87,12.74,50.89,,15.88
Spain,2019,250.674,5.285,23.528,71.16,140.044,1647042667976.0,,9427.0,0.23985,159.34,111.18,24.65,58.35,100.99,15.1,55.65,,24.84
Spain,2020,211.765,4.441,14.23,64.231,118.78,1460507935923.0,,4856.0,0.22685,172.09,87.38,30.51,58.3,113.79,20.67,56.44,,24.75
Spain,2021,228.806,4.793,16.011,68.103,129.714,1541121952313.0,,6075.0,0.25695,182.31,88.44,29.63,56.56,125.75,27.1,62.06,,53.55
Spain,2022,234.223,4.897,17.703,67.262,135.029,1625139888517.0,,10363.48,0.32105,181.5,105.65,17.59,58.59,122.91,35.72,62.78,,80.87
Spain,2023,215.461,4.497,12.536,58.169,131.246,,,6942.533,0.24004999999999999,200.65,78.46,25.0,56.87,143.78,48.59,64.28,,85.3
Sweden,2010,53.029,5.654,10.311,3.434,36.433,399838964466.0,,3532.0,0.18985000000000002,139.92,8.53,66.4,57.83,82.09,0.01,3.49,,14.38
Sweden,2011,49.114,5.198,9.467,2.721,34.027,397617949429.0,,3290.0,0.20679999999999998,144.56,5.72,66.43,60.47,84.09,0.01,6.11,,13.07
Sweden,2012,46.607,4.896,8.637,2.359,32.626,395278763366.0,,2373.0,0.20550000000000002,162.35,4.09,78.93,64.04,98.31,0.02,7.17,,7.33
Sweden,2013,45.106,4.698,8.736,2.362,31.245,399973749048.0,,2638.0,0.20735,149.15,3.88,61.36,66.46,82.69,0.04,9.84,,4.45
Sweden,2014,43.385,4.474,8.284,2.058,30.292,410604225974.0,,2872.0,0.1917,150.63,2.93,63.76,64.88,85.75,0.05,11.24,,5.96
Sweden,2015,43.31,4.42,8.016,1.97,30.38,429037422635.0,,2878.0,0.18730000000000002,158.85,3.15,75.31,56.35,102.5,0.1,16.32,,7.68
Sweden,2016,43.308,4.364,8.021,2.267,30.237,437921057919.0,,3203.0,0.19385000000000002,152.23,3.66,62.02,63.1,89.13,0.14,15.48,,5.35
Sweden,2017,42.355,4.211,8.307,1.816,29.316,449166531542.0,,2827.0,0.19840000000000002,160.76,3.47,65.14,65.7,95.06,0.23,17.61,,5.83
Sweden,2018,41.856,4.113,8.087,1.889,28.894,457925387676.0,,2952.0,0.19795000000000001,159.7,3.66,62.21,68.55,91.15,0.41,16.62,,15.88
Sweden,2019,40.772,3.967,8.108,1.777,28.464,467020665386.0,,2824.0,0.20425,165.07,3.35,65.37,66.13,98.94,0.68,19.85,,24.84
Sweden,2020,36.622,3.537,6.641,1.446,26.282,456885314424.0,,2158.0,0.19655,161.34,2.44,72.39,49.2,112.14,1.05,27.52,,24.75
Sweden,2021,38.568,3.703,6.984,1.9,27.891,481492421258.0,,2281.0,0.2359,168.72,3.06,73.89,52.97,115.75,1.53,27.25,,53.55
Sweden,2022,36.342,3.465,6.54,1.163,25.627,494214521158.0,,2277.0,0.2509,170.17,2.88,69.87,51.94,118.23,1.98,33.25,,80.87
Sweden,2023,36.709,3.479,6.508,1.388,25.949,,,2038.0,0.24214999999999998,163.72,2.33,66.19,48.47,115.25,3.11,34.25,,85.3
